state,action,reward,next_state,reward_detail
81|375|242|43|349|40,151|453|478,1,375|242|43|349|40|453,[0 1 0]
45|95|420|126|416|439,415|258|306,2,420|126|416|439|258|306,[0 1 1]
320|16|363|234|33|373,466|229|399,0,320|16|363|234|33|373,[0 0 0]
444|159|283|153|277|497,146|325|325,3,153|277|497|146|325|325,[1 1 1]
481|129|134|64|19|332,31|323|387,1,129|134|64|19|332|387,[0 0 1]
385|121|177|69|252|346,10|217|53,2,177|69|252|346|10|217,[1 1 0]
242|175|459|352|246|493,405|440|465,1,175|459|352|246|493|405,[1 0 0]
314|123|264|285|393|216,144|465|388,7,285|393|216|144|465|388,[1 5 1]
226|297|0|352|166|407,314|461|437,15,352|166|407|314|461|437,[5 5 5]
49|245|96|381|238|429,211|410|324,2,96|381|238|429|211|324,[1 0 1]
465|336|438|233|234|159,86|446|365,0,465|336|438|233|234|159,[0 0 0]
35|152|34|473|234|149,27|454|66,0,35|152|34|473|234|149,[0 0 0]
389|197|358|53|310|114,436|447|143,3,53|310|114|436|447|143,[1 1 1]
346|294|332|113|330|343,122|131|42,1,294|332|113|330|343|131,[0 1 0]
273|249|280|108|189|319,295|110|95,1,249|280|108|189|319|95,[0 0 1]
206|120|190|229|123|128,37|52|326,6,190|229|123|128|37|326,[1 0 5]
288|312|371|477|203|366,313|323|0,6,371|477|203|366|323|0,[0 1 5]
289|61|144|50|86|378,158|325|337,3,50|86|378|158|325|337,[1 1 1]
289|240|173|134|96|419,402|316|77,1,240|173|134|96|419|77,[0 0 1]
213|191|95|494|54|187,114|478|493,2,95|494|54|187|114|478,[1 1 0]
230|352|446|299|442|498,433|93|220,15,299|442|498|433|93|220,[5 5 5]
8|492|473|338|411|44,428|140|127,1,492|473|338|411|44|428,[1 0 0]
17|388|318|186|195|327,338|431|381,6,318|186|195|327|338|381,[1 0 5]
233|324|393|148|235|74,216|279|214,6,393|148|235|74|279|214,[0 5 1]
10|271|437|152|476|85,459|324|102,1,271|437|152|476|85|324,[0 1 0]
416|216|263|29|121|261,134|447|72,2,263|29|121|261|134|447,[1 1 0]
45|239|167|371|99|66,23|70|248,2,167|371|99|66|23|70,[1 1 0]
258|450|291|331|57|446,476|273|100,7,331|57|446|476|273|100,[1 5 1]
31|110|85|353|280|161,106|405|435,1,110|85|353|280|161|405,[0 1 0]
378|242|337|269|49|291,78|356|169,2,337|269|49|291|356|169,[0 1 1]
225|345|132|398|50|250,363|196|107,1,345|132|398|50|250|107,[0 0 1]
225|228|309|157|376|218,107|494|362,1,228|309|157|376|218|494,[0 1 0]
10|379|230|328|277|441,79|318|56,7,328|277|441|79|318|56,[1 5 1]
162|24|484|391|385|59,454|153|235,6,484|391|385|59|454|235,[5 0 1]
336|264|409|99|138|245,210|203|33,1,264|409|99|138|245|33,[0 0 1]
365|463|13|70|367|174,302|431|478,6,13|70|367|174|302|478,[1 0 5]
399|279|254|450|187|2,427|165|429,7,450|187|2|427|165|429,[1 1 5]
180|200|17|27|362|467,107|173|225,0,180|200|17|27|362|467,[0 0 0]
279|227|253|292|349|313,141|71|229,5,227|253|292|349|313|229,[0 0 5]
403|125|425|58|122|269,135|137|128,0,403|125|425|58|122|269,[0 0 0]
218|428|227|18|336|155,332|262|139,10,227|18|336|155|332|262,[5 5 0]
117|194|489|71|269|87,41|369|157,0,117|194|489|71|269|87,[0 0 0]
288|241|331|192|279|51,492|152|115,5,241|331|192|279|51|152,[0 5 0]
226|389|58|193|437|105,77|126|218,0,226|389|58|193|437|105,[0 0 0]
422|136|259|334|302|77,271|478|369,5,136|259|334|302|77|478,[0 5 0]
268|239|22|375|185|82,160|327|471,1,239|22|375|185|82|471,[0 0 1]
124|170|390|158|175|81,215|377|363,1,170|390|158|175|81|363,[0 0 1]
89|168|331|245|463|450,192|44|19,1,168|331|245|463|450|192,[1 0 0]
74|395|296|391|29|119,248|144|29,2,296|391|29|119|248|144,[1 1 0]
114|72|5|464|163|396,327|318|313,1,72|5|464|163|396|313,[0 0 1]
38|371|321|315|416|140,354|389|250,0,38|371|321|315|416|140,[0 0 0]
3|75|172|63|391|74,101|391|464,3,63|391|74|101|391|464,[1 1 1]
154|423|211|83|414|218,283|203|411,0,154|423|211|83|414|218,[0 0 0]
93|256|417|184|139|142,384|257|390,1,256|417|184|139|142|257,[0 1 0]
334|133|171|430|113|419,401|9|32,6,171|430|113|419|9|32,[0 5 1]
480|295|409|426|474|477,79|457|106,5,295|409|426|474|477|106,[0 0 5]
143|62|275|138|103|3,236|120|350,1,62|275|138|103|3|120,[0 1 0]
116|447|75|438|218|226,96|286|326,1,447|75|438|218|226|326,[0 0 1]
197|162|247|195|203|43,130|187|400,7,195|203|43|130|187|400,[1 5 1]
65|375|128|85|150|491,384|296|390,0,65|375|128|85|150|491,[0 0 0]
342|0|353|325|208|149,102|338|63,6,353|325|208|149|102|63,[5 0 1]
466|478|47|280|471|214,175|341|448,6,47|280|471|214|175|341,[5 1 0]
325|339|248|211|20|458,443|470|235,6,248|211|20|458|470|235,[0 1 5]
206|202|259|393|363|135,445|163|445,2,259|393|363|135|445|163,[1 1 0]
317|211|102|6|305|98,293|28|248,1,211|102|6|305|98|248,[0 0 1]
33|228|485|73|159|129,4|254|398,2,485|73|159|129|4|254,[1 1 0]
83|304|120|168|46|362,230|230|16,1,304|120|168|46|362|230,[1 0 0]
25|418|172|310|438|49,414|307|190,1,418|172|310|438|49|414,[1 0 0]
26|468|14|102|157|282,499|396|142,1,468|14|102|157|282|499,[1 0 0]
46|229|85|19|453|309,126|35|467,5,229|85|19|453|309|126,[5 0 0]
349|392|63|154|309|244,475|361|301,1,392|63|154|309|244|301,[0 0 1]
332|85|333|422|377|52,194|259|197,1,85|333|422|377|52|259,[0 1 0]
111|205|229|228|349|69,405|134|221,7,228|349|69|405|134|221,[5 1 1]
210|59|301|477|140|196,189|419|446,7,477|140|196|189|419|446,[1 1 5]
235|161|280|97|456|37,372|332|192,3,97|456|37|372|332|192,[1 1 1]
173|379|308|112|438|355,272|476|221,5,379|308|112|438|355|221,[0 0 5]
382|354|322|387|404|239,365|92|245,6,322|387|404|239|365|92,[1 5 0]
373|176|235|48|406|414,123|79|437,1,176|235|48|406|414|79,[0 1 0]
332|359|388|106|321|305,276|88|47,6,388|106|321|305|88|47,[0 1 5]
8|214|300|105|328|368,427|144|76,0,8|214|300|105|328|368,[0 0 0]
268|18|115|289|381|388,272|202|85,0,268|18|115|289|381|388,[0 0 0]
133|254|100|126|341|376,123|190|162,6,100|126|341|376|190|162,[0 5 1]
194|71|377|334|96|414,270|272|150,1,71|377|334|96|414|150,[0 0 1]
255|440|101|200|479|440,480|231|444,1,440|101|200|479|440|480,[1 0 0]
419|194|66|336|63|475,247|246|422,3,336|63|475|247|246|422,[1 1 1]
497|399|76|39|151|438,326|94|443,6,76|39|151|438|326|443,[5 0 1]
109|404|396|38|145|196,303|100|462,7,38|145|196|303|100|462,[1 1 5]
67|83|415|255|439|166,288|64|117,0,67|83|415|255|439|166,[0 0 0]
473|277|358|194|305|157,299|248|163,6,358|194|305|157|248|163,[0 5 1]
322|93|164|151|1|224,108|53|62,2,164|151|1|224|53|62,[0 1 1]
368|67|243|301|447|335,43|86|475,5,67|243|301|447|335|43,[5 0 0]
355|290|74|215|368|277,312|173|423,0,355|290|74|215|368|277,[0 0 0]
412|214|411|493|291|375,414|157|375,0,412|214|411|493|291|375,[0 0 0]
220|326|249|235|368|260,131|228|44,2,249|235|368|260|131|44,[1 0 1]
60|433|401|55|51|71,15|442|281,6,401|55|51|71|15|442,[5 1 0]
228|307|366|431|44|237,236|116|232,6,366|431|44|237|236|232,[5 0 1]
408|384|131|84|104|160,141|151|215,0,408|384|131|84|104|160,[0 0 0]
154|7|82|262|391|407,293|259|342,10,82|262|391|407|293|342,[5 0 5]
376|77|168|290|321|134,258|361|139,1,77|168|290|321|134|361,[0 1 0]
21|229|292|354|348|403,387|382|225,7,354|348|403|387|382|225,[1 5 1]
299|398|20|132|50|458,471|384|238,7,132|50|458|471|384|238,[1 5 1]
416|450|379|333|155|451,140|435|238,6,379|333|155|451|140|238,[5 0 1]
342|3|49|178|102|350,189|243|116,1,3|49|178|102|350|116,[0 0 1]
61|180|478|128|461|98,103|152|135,2,478|128|461|98|103|152,[1 1 0]
465|22|396|458|223|143,250|94|321,10,396|458|223|143|250|321,[5 0 5]
346|241|485|319|458|115,10|391|23,2,485|319|458|115|391|23,[0 1 1]
400|459|294|297|257|391,114|467|201,2,294|297|257|391|467|201,[0 1 1]
356|285|324|131|195|99,237|322|319,1,285|324|131|195|99|322,[0 1 0]
484|80|55|390|419|113,192|163|95,2,55|390|419|113|192|95,[1 0 1]
300|377|58|24|176|174,316|339|345,5,377|58|24|176|174|339,[0 5 0]
332|85|176|173|377|149,334|307|170,10,176|173|377|149|334|307,[5 5 0]
269|369|147|180|486|114,193|247|463,3,180|486|114|193|247|463,[1 1 1]
497|74|67|319|16|14,137|265|163,5,74|67|319|16|14|265,[0 5 0]
148|446|424|273|240|31,424|231|62,11,273|240|31|424|231|62,[5 5 1]
373|262|355|380|88|401,409|30|91,3,380|88|401|409|30|91,[1 1 1]
53|95|181|67|452|41,472|493|102,6,181|67|452|41|493|102,[0 5 1]
428|463|496|497|449|432,251|185|184,0,428|463|496|497|449|432,[0 0 0]
425|128|292|459|90|340,196|101|319,2,292|459|90|340|196|319,[1 0 1]
425|154|437|0|432|475,250|476|437,3,0|432|475|250|476|437,[1 1 1]
125|329|252|322|85|489,489|308|175,6,252|322|85|489|489|175,[5 0 1]
9|94|236|422|450|44,422|355|244,1,94|236|422|450|44|355,[0 1 0]
455|266|193|122|398|193,294|342|126,0,455|266|193|122|398|193,[0 0 0]
484|344|290|302|279|207,346|191|408,11,302|279|207|346|191|408,[1 5 5]
297|304|180|128|284|237,275|311|42,0,297|304|180|128|284|237,[0 0 0]
250|410|318|255|481|223,25|229|2,10,318|255|481|223|229|2,[0 5 5]
235|72|368|443|28|343,174|269|65,0,235|72|368|443|28|343,[0 0 0]
3|166|293|94|18|422,499|93|224,2,293|94|18|422|93|224,[0 1 1]
82|287|319|51|303|149,44|41|306,5,287|319|51|303|149|306,[0 0 5]
483|149|112|233|43|338,168|36|368,5,149|112|233|43|338|36,[0 5 0]
175|91|145|141|189|21,87|480|223,2,145|141|189|21|480|223,[0 1 1]
185|157|49|243|459|13,490|247|148,2,49|243|459|13|490|247,[1 1 0]
391|449|343|170|240|155,483|214|385,2,343|170|240|155|483|214,[1 1 0]
333|441|488|197|401|193,116|73|228,2,488|197|401|193|73|228,[0 1 1]
322|93|247|129|123|287,398|123|37,2,247|129|123|287|398|37,[1 0 1]
409|124|210|477|75|401,89|497|444,3,477|75|401|89|497|444,[1 1 1]
336|17|116|448|121|380,338|263|105,5,17|116|448|121|380|338,[5 0 0]
242|403|342|332|48|300,156|313|423,1,403|342|332|48|300|423,[0 0 1]
379|363|76|230|173|381,123|452|7,5,363|76|230|173|381|123,[5 0 0]
150|246|367|201|103|336,461|300|363,1,246|367|201|103|336|363,[0 0 1]
322|234|104|201|389|93,324|139|464,5,234|104|201|389|93|324,[5 0 0]
78|467|247|251|160|16,314|209|471,0,78|467|247|251|160|16,[0 0 0]
260|95|239|222|173|343,160|163|378,2,239|222|173|343|160|378,[1 0 1]
253|427|192|241|406|115,56|347|171,6,192|241|406|115|347|171,[0 1 5]
396|27|459|499|315|90,76|391|120,11,499|315|90|76|391|120,[5 1 5]
158|299|176|441|13|372,489|69|307,1,299|176|441|13|372|69,[0 1 0]
285|487|360|432|237|407,50|371|75,1,487|360|432|237|407|50,[1 0 0]
231|254|56|102|43|24,341|383|132,6,56|102|43|24|383|132,[0 5 1]
215|28|267|35|413|431,148|181|418,2,267|35|413|431|148|418,[1 0 1]
64|53|174|437|100|101,104|171|165,2,174|437|100|101|104|171,[1 1 0]
302|418|407|88|107|415,230|444|255,0,302|418|407|88|107|415,[0 0 0]
162|96|155|472|244|379,261|265|392,0,162|96|155|472|244|379,[0 0 0]
171|74|3|449|90|267,195|155|346,5,74|3|449|90|267|155,[0 5 0]
135|83|208|136|58|31,34|200|95,6,208|136|58|31|34|95,[5 0 1]
251|190|212|486|352|95,106|343|30,6,212|486|352|95|343|30,[0 1 5]
123|111|305|308|447|363,253|226|229,1,111|305|308|447|363|253,[1 0 0]
261|199|124|312|489|330,352|178|367,2,124|312|489|330|352|178,[1 1 0]
161|93|350|4|432|284,215|76|336,0,161|93|350|4|432|284,[0 0 0]
365|470|277|137|114|244,76|318|161,6,277|137|114|244|76|318,[1 5 0]
214|118|413|126|124|314,33|3|312,11,126|124|314|33|3|312,[1 5 5]
89|120|109|282|387|275,288|288|483,2,109|282|387|275|288|288,[1 1 0]
304|314|13|250|475|393,298|455|491,7,250|475|393|298|455|491,[1 5 1]
363|420|75|285|248|439,347|147|302,10,75|285|248|439|347|302,[5 0 5]
385|174|189|147|162|309,1|405|30,2,189|147|162|309|405|30,[0 1 1]
281|367|396|56|202|318,182|113|100,11,56|202|318|182|113|100,[1 5 5]
111|495|96|24|213|96,202|192|345,0,111|495|96|24|213|96,[0 0 0]
134|188|27|331|251|199,478|121|207,6,27|331|251|199|121|207,[0 1 5]
433|146|163|326|109|55,175|170|163,2,163|326|109|55|175|163,[1 0 1]
457|342|103|180|425|111,121|163|151,1,342|103|180|425|111|163,[0 1 0]
315|302|128|11|120|402,454|11|457,0,315|302|128|11|120|402,[0 0 0]
480|23|300|211|27|108,480|411|222,1,23|300|211|27|108|480,[1 0 0]
415|252|58|45|11|416,376|478|186,7,45|11|416|376|478|186,[1 5 1]
149|223|268|67|18|60,393|284|234,6,268|67|18|60|284|234,[0 5 1]
493|385|285|392|135|100,325|68|479,11,392|135|100|325|68|479,[5 1 5]
443|339|327|343|271|416,361|381|421,0,443|339|327|343|271|416,[0 0 0]
489|65|434|114|289|14,133|495|142,5,65|434|114|289|14|142,[0 0 5]
330|363|316|341|53|87,68|489|235,1,363|316|341|53|87|489,[0 1 0]
88|150|387|498|371|268,62|181|406,5,150|387|498|371|268|181,[0 5 0]
126|174|361|14|445|410,381|348|260,5,174|361|14|445|410|381,[5 0 0]
95|165|102|209|293|411,295|276|13,2,102|209|293|411|295|276,[1 1 0]
333|266|194|413|273|71,5|168|150,10,194|413|273|71|5|150,[5 0 5]
288|12|92|47|441|42,164|310|351,6,92|47|441|42|164|310,[5 1 0]
325|65|17|93|18|425,109|207|88,1,65|17|93|18|425|88,[0 0 1]
347|490|483|390|25|261,327|333|194,1,490|483|390|25|261|333,[0 1 0]
315|426|171|421|414|169,351|366|468,1,426|171|421|414|169|351,[1 0 0]
215|457|43|327|413|137,384|308|354,2,43|327|413|137|384|354,[1 0 1]
203|332|344|217|327|363,212|91|203,7,217|327|363|212|91|203,[5 1 1]
55|89|44|415|473|440,237|441|26,6,44|415|473|440|237|26,[1 0 5]
105|69|393|282|105|292,409|229|243,1,69|393|282|105|292|229,[0 1 0]
81|173|362|115|410|402,331|81|128,0,81|173|362|115|410|402,[0 0 0]
484|299|139|487|26|389,162|159|458,1,299|139|487|26|389|162,[1 0 0]
481|151|426|429|493|484,342|381|225,0,481|151|426|429|493|484,[0 0 0]
399|2|94|476|154|373,216|399|394,6,94|476|154|373|216|399,[5 1 0]
337|69|42|479|50|174,285|333|48,0,337|69|42|479|50|174,[0 0 0]
405|438|81|8|460|232,37|78|21,0,405|438|81|8|460|232,[0 0 0]
148|341|274|306|432|356,130|346|330,1,341|274|306|432|356|346,[0 1 0]
64|441|133|170|109|416,431|387|464,3,170|109|416|431|387|464,[1 1 1]
15|416|474|373|222|482,244|333|482,7,373|222|482|244|333|482,[1 5 1]
339|93|377|359|294|229,449|433|193,11,359|294|229|449|433|193,[1 5 5]
277|122|58|220|308|422,73|447|51,1,122|58|220|308|422|51,[0 0 1]
420|198|28|9|440|416,375|204|373,0,420|198|28|9|440|416,[0 0 0]
456|315|356|481|388|20,278|139|341,5,315|356|481|388|20|278,[5 0 0]
165|145|371|39|21|387,243|44|478,2,371|39|21|387|243|44,[1 1 0]
388|457|299|58|400|480,284|127|347,6,299|58|400|480|284|347,[5 0 1]
350|393|76|278|265|10,206|216|329,7,278|265|10|206|216|329,[1 1 5]
265|492|407|261|374|150,297|404|285,1,492|407|261|374|150|297,[1 0 0]
296|443|107|441|43|273,152|120|340,2,107|441|43|273|152|340,[1 0 1]
481|69|388|399|218|57,136|169|347,2,388|399|218|57|169|347,[0 1 1]
234|28|49|298|29|175,345|454|262,6,49|298|29|175|345|262,[5 0 1]
35|81|246|13|153|457,440|186|170,2,246|13|153|457|186|170,[0 1 1]
411|223|72|443|168|489,205|88|354,2,72|443|168|489|205|88,[1 1 0]
438|241|72|205|368|386,225|189|221,10,72|205|368|386|225|189,[5 5 0]
134|277|148|278|120|18,482|327|357,3,278|120|18|482|327|357,[1 1 1]
483|415|116|370|322|407,435|471|158,7,370|322|407|435|471|158,[1 1 5]
285|270|456|99|78|412,491|480|323,6,456|99|78|412|480|323,[0 5 1]
342|428|121|81|28|112,388|204|386,2,121|81|28|112|204|386,[0 1 1]
406|145|147|223|262|193,437|396|490,0,406|145|147|223|262|193,[0 0 0]
192|346|472|477|492|305,294|338|473,1,346|472|477|492|305|338,[0 1 0]
467|170|456|29|349|284,166|273|299,1,170|456|29|349|284|299,[0 0 1]
93|422|10|248|375|457,420|429|2,5,422|10|248|375|457|420,[5 0 0]
330|352|396|117|341|403,241|410|41,6,396|117|341|403|241|410,[5 1 0]
77|481|43|35|197|436,478|1|430,1,481|43|35|197|436|430,[0 0 1]
222|453|45|474|449|350,498|241|473,0,222|453|45|474|449|350,[0 0 0]
93|313|105|214|138|241,461|158|363,6,105|214|138|241|461|363,[1 0 5]
376|416|319|363|487|234,316|41|241,1,416|319|363|487|234|41,[0 1 0]
414|451|242|41|220|31,481|188|4,5,451|242|41|220|31|481,[5 0 0]
379|247|191|319|101|246,418|109|195,0,379|247|191|319|101|246,[0 0 0]
170|262|176|367|71|474,88|312|95,2,176|367|71|474|88|95,[1 0 1]
55|480|99|219|36|227,410|359|299,6,99|219|36|227|359|299,[0 5 1]
204|259|161|34|331|273,285|386|30,1,259|161|34|331|273|30,[0 0 1]
265|8|422|236|98|20,356|377|196,1,8|422|236|98|20|356,[1 0 0]
370|433|226|214|138|103,60|445|96,1,433|226|214|138|103|60,[1 0 0]
114|459|59|439|58|362,90|174|357,0,114|459|59|439|58|362,[0 0 0]
444|103|228|22|209|495,364|279|270,5,103|228|22|209|495|270,[0 0 5]
312|438|407|238|222|209,75|117|374,6,407|238|222|209|117|374,[0 1 5]
216|141|346|101|192|443,58|262|37,1,141|346|101|192|443|262,[0 1 0]
486|167|371|460|92|281,248|127|148,2,371|460|92|281|248|148,[1 0 1]
222|356|445|458|261|453,129|156|482,2,445|458|261|453|129|482,[1 0 1]
277|384|2|139|381|230,201|55|100,1,384|2|139|381|230|55,[0 1 0]
427|394|395|42|285|443,437|464|2,2,395|42|285|443|464|2,[0 1 1]
58|302|255|346|228|156,361|333|259,6,255|346|228|156|333|259,[0 5 1]
397|96|482|176|100|106,12|399|458,2,482|176|100|106|399|458,[0 1 1]
345|437|320|387|178|349,6|229|14,6,320|387|178|349|229|14,[0 5 1]
27|91|393|390|258|165,390|115|208,6,393|390|258|165|390|208,[1 0 5]
70|482|80|102|244|153,149|318|213,5,482|80|102|244|153|149,[5 0 0]
207|325|382|94|405|177,474|263|201,7,94|405|177|474|263|201,[5 1 1]
289|107|186|366|456|389,48|359|454,11,366|456|389|48|359|454,[5 1 5]
151|165|283|477|97|139,77|186|383,1,165|283|477|97|139|383,[0 0 1]
47|338|472|249|103|248,264|417|159,2,472|249|103|248|264|159,[1 0 1]
461|246|197|357|351|471,128|409|175,6,197|357|351|471|128|409,[1 5 0]
380|24|329|147|52|1,488|328|326,7,147|52|1|488|328|326,[1 1 5]
313|134|413|342|116|67,428|67|2,6,413|342|116|67|428|2,[1 0 5]
28|414|332|71|26|336,412|278|365,1,414|332|71|26|336|365,[0 0 1]
138|297|480|210|221|455,324|385|101,6,480|210|221|455|385|101,[0 5 1]
185|495|269|20|58|106,78|241|46,1,495|269|20|58|106|78,[1 0 0]
328|460|297|92|434|425,459|409|240,1,460|297|92|434|425|240,[0 0 1]
462|446|108|474|414|314,362|50|120,10,108|474|414|314|362|120,[5 0 5]
321|381|172|427|234|353,222|406|118,1,381|172|427|234|353|118,[0 0 1]
108|242|145|172|94|167,470|7|40,0,108|242|145|172|94|167,[0 0 0]
335|94|24|334|425|485,243|438|48,3,334|425|485|243|438|48,[1 1 1]
401|57|186|437|106|299,147|44|216,6,186|437|106|299|147|44,[5 1 0]
432|70|197|380|448|397,393|105|187,6,197|380|448|397|393|105,[5 1 0]
121|244|467|396|98|10,270|331|397,6,467|396|98|10|270|331,[5 1 0]
374|294|19|213|84|433,47|403|113,1,294|19|213|84|433|403,[0 1 0]
401|23|1|262|53|158,381|395|435,0,401|23|1|262|53|158,[0 0 0]
329|339|407|351|85|45,173|37|204,2,407|351|85|45|37|204,[0 1 1]
33|206|343|57|486|475,444|349|471,11,57|486|475|444|349|471,[1 5 5]
168|117|327|72|206|267,215|201|493,6,327|72|206|267|215|201,[1 5 0]
112|368|45|378|66|419,320|157|346,1,368|45|378|66|419|157,[0 1 0]
371|448|217|262|149|125,320|145|200,5,448|217|262|149|125|200,[0 0 5]
63|326|377|488|404|421,130|174|16,1,326|377|488|404|421|16,[0 0 1]
402|424|262|472|157|337,441|481|182,3,472|157|337|441|481|182,[1 1 1]
191|402|4|100|147|183,125|189|360,1,402|4|100|147|183|125,[1 0 0]
95|265|77|69|330|318,242|429|305,1,265|77|69|330|318|305,[0 0 1]
356|385|117|284|152|52,208|433|424,1,385|117|284|152|52|208,[1 0 0]
338|240|363|452|455|443,414|76|280,5,240|363|452|455|443|414,[5 0 0]
445|120|275|137|24|308,365|32|455,6,275|137|24|308|365|455,[1 0 5]
366|293|369|133|72|214,156|277|130,1,293|369|133|72|214|130,[0 0 1]
473|418|475|277|317|272,193|481|219,6,475|277|317|272|193|481,[1 5 0]
146|298|179|249|447|233,34|316|218,5,298|179|249|447|233|34,[5 0 0]
21|468|485|284|89|497,363|109|233,0,21|468|485|284|89|497,[0 0 0]
336|214|461|352|232|477,398|332|74,1,214|461|352|232|477|74,[0 0 1]
65|474|96|87|401|132,64|29|348,0,65|474|96|87|401|132,[0 0 0]
61|336|157|407|369|65,160|34|469,1,336|157|407|369|65|469,[0 0 1]
273|294|401|444|428|228,55|314|135,6,401|444|428|228|55|135,[5 0 1]
159|38|339|349|277|223,190|152|153,2,339|349|277|223|152|153,[0 1 1]
243|52|430|338|325|446,140|101|265,6,430|338|325|446|101|265,[0 1 5]
50|251|195|229|445|322,193|371|124,10,195|229|445|322|193|371,[5 5 0]
130|288|358|120|234|487,337|99|206,10,358|120|234|487|337|206,[5 0 5]
61|230|184|217|201|47,144|124|319,2,184|217|201|47|144|124,[1 1 0]
47|66|274|349|49|414,453|39|319,11,349|49|414|453|39|319,[1 5 5]
58|198|42|74|380|36,156|356|158,15,74|380|36|156|356|158,[5 5 5]
492|8|2|218|2|29,330|37|321,0,492|8|2|218|2|29,[0 0 0]
166|136|34|8|348|143,130|66|53,6,34|8|348|143|130|66,[1 5 0]
165|279|283|494|158|32,419|446|241,5,279|283|494|158|32|419,[5 0 0]
407|303|80|342|174|462,297|215|440,3,342|174|462|297|215|440,[1 1 1]
113|294|50|187|343|233,466|329|157,1,294|50|187|343|233|157,[0 0 1]
337|174|228|167|338|323,156|24|139,2,228|167|338|323|156|139,[1 0 1]
70|461|245|291|332|403,349|310|172,1,461|245|291|332|403|310,[0 1 0]
197|126|366|432|142|231,448|253|275,6,366|432|142|231|448|275,[5 0 1]
274|311|66|248|432|362,103|320|434,6,66|248|432|362|103|434,[1 0 5]
225|150|270|308|244|252,315|27|115,0,225|150|270|308|244|252,[0 0 0]
143|446|129|293|494|155,46|38|294,2,129|293|494|155|46|294,[1 0 1]
140|55|146|319|419|398,39|315|382,1,55|146|319|419|398|39,[1 0 0]
6|476|333|389|122|318,127|70|436,10,333|389|122|318|127|70,[5 5 0]
406|474|199|190|13|481,479|24|5,2,199|190|13|481|479|5,[1 0 1]
470|443|450|151|266|244,176|42|233,10,450|151|266|244|42|233,[0 5 5]
311|76|469|329|188|262,478|310|458,1,76|469|329|188|262|310,[0 1 0]
356|462|355|245|291|163,356|109|79,5,462|355|245|291|163|356,[5 0 0]
395|271|489|22|318|356,111|492|349,6,489|22|318|356|492|349,[0 1 5]
462|431|180|407|96|335,138|80|476,5,431|180|407|96|335|476,[0 0 5]
265|247|217|308|414|404,131|178|61,5,247|217|308|414|404|131,[5 0 0]
411|301|291|201|254|91,462|401|481,0,411|301|291|201|254|91,[0 0 0]
21|421|21|367|259|122,247|22|182,2,21|367|259|122|247|182,[1 0 1]
53|483|303|42|124|85,409|243|4,2,303|42|124|85|409|4,[1 0 1]
136|170|461|473|106|320,178|131|297,1,170|461|473|106|320|131,[0 1 0]
442|408|155|471|318|114,93|344|75,1,408|155|471|318|114|344,[0 1 0]
85|265|482|258|216|259,92|428|56,3,258|216|259|92|428|56,[1 1 1]
416|191|347|12|412|296,2|293|257,2,347|12|412|296|2|293,[1 1 0]
151|333|383|50|190|445,258|474|352,0,151|333|383|50|190|445,[0 0 0]
451|231|302|95|353|224,101|113|308,0,451|231|302|95|353|224,[0 0 0]
482|32|256|41|139|206,136|313|494,6,256|41|139|206|136|494,[5 0 1]
105|454|431|149|218|131,58|47|70,0,105|454|431|149|218|131,[0 0 0]
398|216|89|410|245|495,357|305|395,1,216|89|410|245|495|395,[0 0 1]
272|223|458|101|211|332,499|103|421,5,223|458|101|211|332|499,[5 0 0]
476|467|492|444|386|491,419|78|389,2,492|444|386|491|78|389,[0 1 1]
